"","LON","LAT","YEAR","MO","DY","HR","T2M","RH2M","PRECTOTCORR"
"50658",2,45,2007,10,12,17,12.4,75.29,0
"50659",2,45,2007,10,12,18,10.76,79.87,0
"50660",2,45,2007,10,12,19,9.51,83.85,0
"50661",2,45,2007,10,12,20,8.44,87.61,0
"50662",2,45,2007,10,12,21,7.55,91.72,0
"50663",2,45,2007,10,12,22,6.92,95.59,0
"50664",2,45,2007,10,12,23,6.54,99.52,0.01
"50665",2,45,2007,10,13,0,6.32,100,0.6
"50666",2,45,2007,10,13,1,6.14,100,0.6
"50667",2,45,2007,10,13,2,5.95,100,0.6
"50668",2,45,2007,10,13,3,5.76,100,0.02
"50669",2,45,2007,10,13,4,5.62,100,0.02
"50670",2,45,2007,10,13,5,5.55,100,0.02
"50671",2,45,2007,10,13,6,5.83,100,0.01
"50672",2,45,2007,10,13,7,8.54,86.99,0.01
"50673",2,45,2007,10,13,8,11.35,75.42,0.01
"50674",2,45,2007,10,13,9,14.43,64.57,0
"50675",2,45,2007,10,13,10,16.82,55.87,0
"50676",2,45,2007,10,13,11,18.48,49.71,0
"50677",2,45,2007,10,13,12,19.57,46.35,0
"50678",2,45,2007,10,13,13,20.13,45.22,0
"50679",2,45,2007,10,13,14,20.22,45.8,0
"50680",2,45,2007,10,13,15,19.69,48.13,0
"50681",2,45,2007,10,13,16,17.65,65.1,0
"50682",2,45,2007,10,13,17,14.49,65.63,0
"50683",2,45,2007,10,13,18,12.5,73.03,0
"50684",2,45,2007,10,13,19,10.99,79.65,0
"50685",2,45,2007,10,13,20,10.06,83.01,0
"50686",2,45,2007,10,13,21,9.52,84.27,0
"50687",2,45,2007,10,13,22,9,85.53,0
"50688",2,45,2007,10,13,23,8.79,85.24,0
"50689",2,45,2007,10,14,0,8.62,84.98,0.63
"50690",2,45,2007,10,14,1,8.45,84.41,0.63
"50691",2,45,2007,10,14,2,8.3,83.28,0.63
"50692",2,45,2007,10,14,3,8.22,81.59,0
"50693",2,45,2007,10,14,4,8.24,79.91,0
"50694",2,45,2007,10,14,5,8.25,79.87,0
"50695",2,45,2007,10,14,6,8.47,79.82,0
"50696",2,45,2007,10,14,7,11.32,70.82,0
"50697",2,45,2007,10,14,8,13.94,65.39,0
"50698",2,45,2007,10,14,9,16.7,58.92,0
"50699",2,45,2007,10,14,10,18.5,54.04,0
"50700",2,45,2007,10,14,11,19.66,51.48,0
"50701",2,45,2007,10,14,12,20.41,50.35,0
"50702",2,45,2007,10,14,13,20.8,50.21,0
"50703",2,45,2007,10,14,14,20.73,50.91,0
"50704",2,45,2007,10,14,15,20.1,53.97,0
"50705",2,45,2007,10,14,16,17.79,67.05,0
"50706",2,45,2007,10,14,17,14.13,78.63,0
"50707",2,45,2007,10,14,18,13.03,82.24,0
"50708",2,45,2007,10,14,19,12.28,85.35,0
"50709",2,45,2007,10,14,20,11.53,89.26,0
"50710",2,45,2007,10,14,21,10.78,93.72,0
"50711",2,45,2007,10,14,22,10.17,97.23,0.01
"50712",2,45,2007,10,14,23,9.79,98.32,0.03
"50713",2,45,2007,10,15,0,9.63,96.78,0.03
"50714",2,45,2007,10,15,1,9.62,95.8,0.07
"50715",2,45,2007,10,15,2,9.54,96.55,0.09
"50716",2,45,2007,10,15,3,9.35,97.53,0.09
"50717",2,45,2007,10,15,4,9.17,98.33,0.08
"50718",2,45,2007,10,15,5,9.01,99.14,0.07
"50719",2,45,2007,10,15,6,9.03,98.62,0.07
"50720",2,45,2007,10,15,7,10.88,88.7,0.06
"50721",2,45,2007,10,15,8,13.38,78.49,0.03
"50722",2,45,2007,10,15,9,15.9,65.84,0
"50723",2,45,2007,10,15,10,17.65,57.37,0
"50724",2,45,2007,10,15,11,18.89,53.06,0
"50725",2,45,2007,10,15,12,19.69,50.99,0
"50726",2,45,2007,10,15,13,20.05,50.11,0
"50727",2,45,2007,10,15,14,19.97,50.67,0
"50728",2,45,2007,10,15,15,19.47,52.12,0
"50729",2,45,2007,10,15,16,17.29,68.06,0
"50730",2,45,2007,10,15,17,14.37,72.43,0
"50731",2,45,2007,10,15,18,12.98,77.47,0
"50732",2,45,2007,10,15,19,11.82,82.52,0
"50733",2,45,2007,10,15,20,10.98,85.62,0
"50734",2,45,2007,10,15,21,10.25,88.67,0
"50735",2,45,2007,10,15,22,9.63,92.7,0
"50736",2,45,2007,10,15,23,9.22,97.4,0
"50737",2,45,2007,10,16,0,8.94,100,0.01
"50738",2,45,2007,10,16,1,8.88,100,0.03
"50739",2,45,2007,10,16,2,8.98,100,0.09
"50740",2,45,2007,10,16,3,9.16,99.18,0.11
"50741",2,45,2007,10,16,4,9.2,99.31,0.12
"50742",2,45,2007,10,16,5,8.99,98.99,0.11
"50743",2,45,2007,10,16,6,8.97,98.07,0.08
"50744",2,45,2007,10,16,7,10.46,91.34,0.04
"50745",2,45,2007,10,16,8,13.02,82.11,0.02
"50746",2,45,2007,10,16,9,15.59,73.02,0.02
"50747",2,45,2007,10,16,10,17.01,68.61,0.04
"50748",2,45,2007,10,16,11,18.11,66.15,0.1
"50749",2,45,2007,10,16,12,18.87,64.68,0.19
"50750",2,45,2007,10,16,13,19.24,63.94,0.13
"50751",2,45,2007,10,16,14,19.09,64.94,0.16
"50752",2,45,2007,10,16,15,18.28,68.9,0.16
"50753",2,45,2007,10,16,16,17.06,77.6,0.09
"50754",2,45,2007,10,16,17,15.29,83.61,0.14
"50755",2,45,2007,10,16,18,14.57,85.29,0.19
"50756",2,45,2007,10,16,19,14.01,86.74,0.1
"50757",2,45,2007,10,16,20,13.37,89.75,0.08
"50758",2,45,2007,10,16,21,12.73,94.34,0.09
"50759",2,45,2007,10,16,22,12.05,99.62,0.08
"50760",2,45,2007,10,16,23,11.74,100,0.13
"50761",2,45,2007,10,17,0,11.72,100,0.19
"50762",2,45,2007,10,17,1,11.55,100,0.22
"50763",2,45,2007,10,17,2,11.28,100,0.25
"50764",2,45,2007,10,17,3,11.21,100,0.22
"50765",2,45,2007,10,17,4,11.21,100,0.2
"50766",2,45,2007,10,17,5,11.19,100,0.21
"50767",2,45,2007,10,17,6,11.52,100,0.23
"50768",2,45,2007,10,17,7,13.12,94.92,0.22
"50769",2,45,2007,10,17,8,14.57,90.25,0.26
"50770",2,45,2007,10,17,9,16.25,83.21,0.62
"50771",2,45,2007,10,17,10,17.91,74.21,0.72
"50772",2,45,2007,10,17,11,18.88,68.04,0.7
"50773",2,45,2007,10,17,12,19.21,64.89,0.62
"50774",2,45,2007,10,17,13,19.3,62.98,0.41
"50775",2,45,2007,10,17,14,19.07,63.04,0.18
"50776",2,45,2007,10,17,15,18.49,65.14,0.04
"50777",2,45,2007,10,17,16,16.92,76.03,0.01
"50778",2,45,2007,10,17,17,14.64,86.17,0.01
"50779",2,45,2007,10,17,18,14.03,88.34,0.03
"50780",2,45,2007,10,17,19,13.58,90.2,0.04
"50781",2,45,2007,10,17,20,13.05,92.89,0.07
"50782",2,45,2007,10,17,21,12.41,96.26,0.09
"50783",2,45,2007,10,17,22,11.57,100,0.1
"50784",2,45,2007,10,17,23,10.79,100,0.13
"50785",2,45,2007,10,18,0,10.19,100,0.13
"50786",2,45,2007,10,18,1,9.74,100,0.23
"50787",2,45,2007,10,18,2,9.32,100,0.96
"50788",2,45,2007,10,18,3,9.02,100,1.52
"50789",2,45,2007,10,18,4,8.96,100,1.52
"50790",2,45,2007,10,18,5,8.84,100,1.79
"50791",2,45,2007,10,18,6,8.68,99.23,2.32
"50792",2,45,2007,10,18,7,9.74,93.62,1.47
"50793",2,45,2007,10,18,8,11.32,86.04,0.74
"50794",2,45,2007,10,18,9,13.06,73.64,0.34
"50795",2,45,2007,10,18,10,14.43,60.05,0.12
"50796",2,45,2007,10,18,11,15.32,51.59,0.03
"50797",2,45,2007,10,18,12,15.78,46.93,0.02
"50798",2,45,2007,10,18,13,15.9,43.63,0.01
"50799",2,45,2007,10,18,14,15.48,42.41,0.01
"50800",2,45,2007,10,18,15,14.47,42.99,0
"50801",2,45,2007,10,18,16,12.43,48.92,0
"50802",2,45,2007,10,18,17,9.03,61.39,0
"50803",2,45,2007,10,18,18,7.64,67.48,0
"50804",2,45,2007,10,18,19,6.65,73.67,0
"50805",2,45,2007,10,18,20,6.06,77.74,0
"50806",2,45,2007,10,18,21,5.56,80.64,0
"50807",2,45,2007,10,18,22,5.09,82.6,0
"50808",2,45,2007,10,18,23,4.72,83.83,0
"50809",2,45,2007,10,19,0,4.51,84.12,0
"50810",2,45,2007,10,19,1,4.27,84.78,0
"50811",2,45,2007,10,19,2,4.1,85.2,0
"50812",2,45,2007,10,19,3,4.09,85.05,0
"50813",2,45,2007,10,19,4,3.73,86.24,0
"50814",2,45,2007,10,19,5,3.03,89.59,0
"50815",2,45,2007,10,19,6,2.85,89.91,0
"50816",2,45,2007,10,19,7,5.2,77.84,0
"50817",2,45,2007,10,19,8,8.31,63.29,0
"50818",2,45,2007,10,19,9,11.41,49.67,0
"50819",2,45,2007,10,19,10,13.62,41.44,0
"50820",2,45,2007,10,19,11,15.05,37.4,0
"50821",2,45,2007,10,19,12,15.85,35.6,0
"50822",2,45,2007,10,19,13,16.09,35.21,0
"50823",2,45,2007,10,19,14,15.76,35.69,0
"50824",2,45,2007,10,19,15,14.71,38.54,0
"50825",2,45,2007,10,19,16,12.19,48.73,0
"50826",2,45,2007,10,19,17,8.63,60.3,0
"50827",2,45,2007,10,19,18,7.6,63.51,0
"50828",2,45,2007,10,19,19,6.48,68.43,0
"50829",2,45,2007,10,19,20,5.6,71.87,0
"50830",2,45,2007,10,19,21,4.81,74.64,0
"50831",2,45,2007,10,19,22,4.04,77.41,0
"50832",2,45,2007,10,19,23,3.34,80.3,0
"50833",2,45,2007,10,20,0,2.73,82.97,0.14
"50834",2,45,2007,10,20,1,2.41,84.42,0.14
"50835",2,45,2007,10,20,2,2.51,83.59,0.14
"50836",2,45,2007,10,20,3,2.7,82.26,0
"50837",2,45,2007,10,20,4,2.89,81.18,0
"50838",2,45,2007,10,20,5,3.02,80.26,0
"50839",2,45,2007,10,20,6,2.98,80.52,0
"50840",2,45,2007,10,20,7,4.02,75.64,0
"50841",2,45,2007,10,20,8,6.22,64.25,0
"50842",2,45,2007,10,20,9,8.54,49.89,0
"50843",2,45,2007,10,20,10,10.44,41.05,0
"50844",2,45,2007,10,20,11,11.53,36.79,0
"50845",2,45,2007,10,20,12,11.89,35.02,0
"50846",2,45,2007,10,20,13,12.02,33.61,0
"50847",2,45,2007,10,20,14,11.68,34.14,0
"50848",2,45,2007,10,20,15,10.74,36.47,0
"50849",2,45,2007,10,20,16,8.87,41.91,0
"50850",2,45,2007,10,20,17,5.97,52.47,0
"50851",2,45,2007,10,20,18,4.93,56.24,0
"50852",2,45,2007,10,20,19,4.1,59.41,0
"50853",2,45,2007,10,20,20,3.45,61.4,0
"50854",2,45,2007,10,20,21,2.97,62.9,0
"50855",2,45,2007,10,20,22,2.48,64.91,0
"50856",2,45,2007,10,20,23,2.12,65.93,0
"50857",2,45,2007,10,21,0,1.8,66.55,0
"50858",2,45,2007,10,21,1,1.23,69.77,0
"50859",2,45,2007,10,21,2,0.73,71.82,0
"50860",2,45,2007,10,21,3,0.4,72.29,0
"50861",2,45,2007,10,21,4,0.23,71.68,0
"50862",2,45,2007,10,21,5,0.15,70.56,0
"50863",2,45,2007,10,21,6,0.18,69.9,0
"50864",2,45,2007,10,21,7,2.44,60.94,0
"50865",2,45,2007,10,21,8,5.61,48.09,0
"50866",2,45,2007,10,21,9,8.87,36.4,0
"50867",2,45,2007,10,21,10,11.37,29.73,0
"50868",2,45,2007,10,21,11,13.02,26.25,0
"50869",2,45,2007,10,21,12,13.91,25.44,0
"50870",2,45,2007,10,21,13,14.17,26.74,0
"50871",2,45,2007,10,21,14,13.8,29.16,0
"50872",2,45,2007,10,21,15,12.75,32.7,0
"50873",2,45,2007,10,21,16,10.19,44.27,0
"50874",2,45,2007,10,21,17,6.43,56.99,0
"50875",2,45,2007,10,21,18,5.18,61.26,0
"50876",2,45,2007,10,21,19,4.24,65.41,0
"50877",2,45,2007,10,21,20,3.57,68.76,0
"50878",2,45,2007,10,21,21,3.15,71.23,0
"50879",2,45,2007,10,21,22,2.81,73.35,0
"50880",2,45,2007,10,21,23,2.42,75.58,0
"50881",2,45,2007,10,22,0,2.14,77.3,0
"50882",2,45,2007,10,22,1,2,78.05,0
"50883",2,45,2007,10,22,2,1.94,78.78,0
"50884",2,45,2007,10,22,3,1.86,79.65,0.01
"50885",2,45,2007,10,22,4,1.98,80.48,0.02
"50886",2,45,2007,10,22,5,2.43,80.47,0.02
"50887",2,45,2007,10,22,6,2.27,83.55,0.01
"50888",2,45,2007,10,22,7,4.13,77.44,0.04
"50889",2,45,2007,10,22,8,6.66,67.97,0.05
"50890",2,45,2007,10,22,9,8.93,62.56,0.03
"50891",2,45,2007,10,22,10,10.78,54.15,0.04
"50892",2,45,2007,10,22,11,12.03,45.18,0.06
"50893",2,45,2007,10,22,12,12.76,38.94,0.06
"50894",2,45,2007,10,22,13,12.91,35.62,0.05
"50895",2,45,2007,10,22,14,12.53,34.79,0.03
"50896",2,45,2007,10,22,15,11.23,37.43,0.01
"50897",2,45,2007,10,22,16,8.65,48.79,0.05
"50898",2,45,2007,10,22,17,6.26,58.93,0.1
"50899",2,45,2007,10,22,18,4.62,65.72,0.02
"50900",2,45,2007,10,22,19,3.58,70.52,0.01
"50901",2,45,2007,10,22,20,3.62,70.69,0
"50902",2,45,2007,10,22,21,3.3,74.48,0
"50903",2,45,2007,10,22,22,3.05,77.02,0
"50904",2,45,2007,10,22,23,2.81,78.73,0
"50905",2,45,2007,10,23,0,2.56,79.9,0.1
"50906",2,45,2007,10,23,1,2.19,81.15,0.1
"50907",2,45,2007,10,23,2,1.69,82.73,0.1
"50908",2,45,2007,10,23,3,1.1,84.88,0.01
"50909",2,45,2007,10,23,4,0.74,85.89,0.01
"50910",2,45,2007,10,23,5,0.37,87.22,0.01
"50911",2,45,2007,10,23,6,-0.05,88.68,0.01
"50912",2,45,2007,10,23,7,1.76,78.9,0.01
"50913",2,45,2007,10,23,8,4.33,66.69,0.01
"50914",2,45,2007,10,23,9,7.08,57.25,0.01
"50915",2,45,2007,10,23,10,9.27,51.96,0
"50916",2,45,2007,10,23,11,11.04,48.49,0
"50917",2,45,2007,10,23,12,12.37,46.1,0
"50918",2,45,2007,10,23,13,13.15,44.8,0
"50919",2,45,2007,10,23,14,13.31,44.83,0
"50920",2,45,2007,10,23,15,12.71,47.14,0
"50921",2,45,2007,10,23,16,9.87,60.59,0
"50922",2,45,2007,10,23,17,6.21,73.22,0
"50923",2,45,2007,10,23,18,5.05,76.57,0
"50924",2,45,2007,10,23,19,4.07,80.31,0
"50925",2,45,2007,10,23,20,3.25,85.09,0
"50926",2,45,2007,10,23,21,2.52,90.24,0
"50927",2,45,2007,10,23,22,1.96,94.33,0
"50928",2,45,2007,10,23,23,1.54,97.18,0
"50929",2,45,2007,10,24,0,1.21,98.78,0.11
"50930",2,45,2007,10,24,1,0.93,99.82,0.11
"50931",2,45,2007,10,24,2,0.65,100,0.11
"50932",2,45,2007,10,24,3,0.41,100,0
"50933",2,45,2007,10,24,4,0.16,100,0
"50934",2,45,2007,10,24,5,-0.08,100,0
"50935",2,45,2007,10,24,6,-0.29,100,0
"50936",2,45,2007,10,24,7,2.18,87.09,0.01
"50937",2,45,2007,10,24,8,5.18,72.06,0.02
"50938",2,45,2007,10,24,9,8.26,60.29,0.02
"50939",2,45,2007,10,24,10,10.77,53.42,0.01
"50940",2,45,2007,10,24,11,12.62,49.27,0.01
"50941",2,45,2007,10,24,12,13.81,47.03,0
"50942",2,45,2007,10,24,13,14.28,46.75,0
"50943",2,45,2007,10,24,14,14.04,48.24,0
"50944",2,45,2007,10,24,15,13.04,51.81,0
"50945",2,45,2007,10,24,16,10.41,62.17,0
"50946",2,45,2007,10,24,17,7.07,74.48,0
"50947",2,45,2007,10,24,18,5.98,76.86,0
"50948",2,45,2007,10,24,19,4.74,81.3,0
"50949",2,45,2007,10,24,20,3.91,84.48,0
"50950",2,45,2007,10,24,21,3.38,86.52,0
"50951",2,45,2007,10,24,22,3.23,87.04,0
"50952",2,45,2007,10,24,23,3.47,87.53,0
"50953",2,45,2007,10,25,0,3.68,90.51,0.01
"50954",2,45,2007,10,25,1,3.52,94.29,0.04
"50955",2,45,2007,10,25,2,3.08,98.48,0.08
"50956",2,45,2007,10,25,3,2.46,100,0.1
"50957",2,45,2007,10,25,4,2.09,100,0.1
"50958",2,45,2007,10,25,5,2.21,100,0.11
"50959",2,45,2007,10,25,6,2.7,100,0.09
"50960",2,45,2007,10,25,7,5.11,89.03,0.06
"50961",2,45,2007,10,25,8,8.03,75.71,0.03
"50962",2,45,2007,10,25,9,9.98,67.88,0.03
"50963",2,45,2007,10,25,10,11.39,62.01,0.07
"50964",2,45,2007,10,25,11,12.25,58.46,0.08
"50965",2,45,2007,10,25,12,12.76,56.4,0.09
"50966",2,45,2007,10,25,13,12.88,55.42,0.11
"50967",2,45,2007,10,25,14,12.67,55.65,0.07
"50968",2,45,2007,10,25,15,12.32,58.24,0.02
"50969",2,45,2007,10,25,16,10.49,71.36,0
"50970",2,45,2007,10,25,17,7.86,80.01,0
"50971",2,45,2007,10,25,18,6.69,84.36,0.51
"50972",2,45,2007,10,25,19,5.84,87.97,0.22
"50973",2,45,2007,10,25,20,5.09,91.11,0.1
"50974",2,45,2007,10,25,21,4.44,94.05,0.05
"50975",2,45,2007,10,25,22,4.16,95.16,0.13
"50976",2,45,2007,10,25,23,3.6,97.6,0.15
"50977",2,45,2007,10,26,0,3.24,98.9,0.16
"50978",2,45,2007,10,26,1,3,99.37,0.2
"50979",2,45,2007,10,26,2,2.53,100,0.5
"50980",2,45,2007,10,26,3,1.73,100,0.4
"50981",2,45,2007,10,26,4,1.26,100,0.12
"50982",2,45,2007,10,26,5,0.94,100,0.08
"50983",2,45,2007,10,26,6,0.61,100,0.09
"50984",2,45,2007,10,26,7,2.84,94.55,0.19
"50985",2,45,2007,10,26,8,5.7,80.75,0.09
"50986",2,45,2007,10,26,9,8.33,68.55,0.16
"50987",2,45,2007,10,26,10,10.24,59.41,0.44
"50988",2,45,2007,10,26,11,11.19,55.55,0.31
"50989",2,45,2007,10,26,12,11.66,54.42,0.49
"50990",2,45,2007,10,26,13,11.86,55.05,1.25
"50991",2,45,2007,10,26,14,11.65,57.53,0.79
"50992",2,45,2007,10,26,15,11.18,60.9,0.17
"50993",2,45,2007,10,26,16,9.14,74.28,0
"50994",2,45,2007,10,26,17,6.6,82.68,0
"50995",2,45,2007,10,26,18,5.39,87.05,0
"50996",2,45,2007,10,26,19,4.46,91.12,0
"50997",2,45,2007,10,26,20,3.69,94.49,0.01
"50998",2,45,2007,10,26,21,3.11,96.87,0.01
"50999",2,45,2007,10,26,22,2.66,98.79,0
"51000",2,45,2007,10,26,23,2.32,100,0
"51001",2,45,2007,10,27,0,2.1,100,0.37
"51002",2,45,2007,10,27,1,1.94,100,0.37
"51003",2,45,2007,10,27,2,1.82,100,0.37
"51004",2,45,2007,10,27,3,1.76,100,0
"51005",2,45,2007,10,27,4,1.75,100,0
"51006",2,45,2007,10,27,5,1.75,100,0
"51007",2,45,2007,10,27,6,1.76,100,0
"51008",2,45,2007,10,27,7,4.19,90.31,0
"51009",2,45,2007,10,27,8,7.85,75.17,0
"51010",2,45,2007,10,27,9,10.44,64.98,0
"51011",2,45,2007,10,27,10,13.03,56.01,0
"51012",2,45,2007,10,27,11,14.53,51.84,0
"51013",2,45,2007,10,27,12,15.51,49.27,0
"51014",2,45,2007,10,27,13,15.94,48.18,0
"51015",2,45,2007,10,27,14,15.84,48.91,0
"51016",2,45,2007,10,27,15,14.95,53.16,0
"51017",2,45,2007,10,27,16,11.45,70.97,0
"51018",2,45,2007,10,27,17,8.19,82.6,0
"51019",2,45,2007,10,27,18,7.14,86.6,0
"51020",2,45,2007,10,27,19,6.44,88.28,0
"51021",2,45,2007,10,27,20,6.28,87.3,0
"51022",2,45,2007,10,27,21,6.32,85.76,0
"51023",2,45,2007,10,27,22,6.41,84.1,0
"51024",2,45,2007,10,27,23,6.91,80.3,0
"51025",2,45,2007,10,28,0,7.49,76.71,0.54
"51026",2,45,2007,10,28,1,7.33,77.08,0.54
"51027",2,45,2007,10,28,2,6.84,79.52,0.54
"51028",2,45,2007,10,28,3,6.48,81.5,0
"51029",2,45,2007,10,28,4,6.11,83.61,0
"51030",2,45,2007,10,28,5,5.5,86.87,0
"51031",2,45,2007,10,28,6,4.8,90.66,0
"51032",2,45,2007,10,28,7,5.15,89.72,0
"51033",2,45,2007,10,28,8,7.24,80.89,0
"51034",2,45,2007,10,28,9,8.81,72.96,0
"51035",2,45,2007,10,28,10,10.63,64.55,0
"51036",2,45,2007,10,28,11,12.41,57.56,0
"51037",2,45,2007,10,28,12,13.58,53.27,0
"51038",2,45,2007,10,28,13,14.23,50.73,0
"51039",2,45,2007,10,28,14,14.39,49.42,0
"51040",2,45,2007,10,28,15,13.73,52.84,0
"51041",2,45,2007,10,28,16,10.7,67.41,0
"51042",2,45,2007,10,28,17,8.18,73.42,0
"51043",2,45,2007,10,28,18,7.48,75.96,0
"51044",2,45,2007,10,28,19,7.48,74.76,0
"51045",2,45,2007,10,28,20,7.48,73.7,0
"51046",2,45,2007,10,28,21,7.18,73.98,0
"51047",2,45,2007,10,28,22,7.03,73.93,0
"51048",2,45,2007,10,28,23,6.86,74.3,0
"51049",2,45,2007,10,29,0,6.55,75.71,0
"51050",2,45,2007,10,29,1,5.92,79.21,0
"51051",2,45,2007,10,29,2,5.38,82.53,0
"51052",2,45,2007,10,29,3,4.53,88.09,0
"51053",2,45,2007,10,29,4,3.77,93.29,0
"51054",2,45,2007,10,29,5,3.25,97.18,0
"51055",2,45,2007,10,29,6,2.91,100,0
"51056",2,45,2007,10,29,7,4.45,92.66,0
"51057",2,45,2007,10,29,8,7.02,81.07,0.01
"51058",2,45,2007,10,29,9,9.07,74.24,0.11
"51059",2,45,2007,10,29,10,11.16,68.37,0.61
"51060",2,45,2007,10,29,11,12.34,66.34,1.65
"51061",2,45,2007,10,29,12,12.51,68.64,4.39
"51062",2,45,2007,10,29,13,11.66,77.85,6.54
"51063",2,45,2007,10,29,14,10.96,87.08,6.16
"51064",2,45,2007,10,29,15,10.48,93.56,5.49
"51065",2,45,2007,10,29,16,9.9,97.29,5.39
"51066",2,45,2007,10,29,17,9.3,98.34,5.42
"51067",2,45,2007,10,29,18,8.76,97.83,4.7
"51068",2,45,2007,10,29,19,8.08,97.64,3.92
"51069",2,45,2007,10,29,20,7.4,97.93,3.2
"51070",2,45,2007,10,29,21,6.86,98.52,1.76
"51071",2,45,2007,10,29,22,6.61,98.63,1.88
"51072",2,45,2007,10,29,23,6.69,98.4,1.6
"51073",2,45,2007,10,30,0,6.89,97.98,0.88
"51074",2,45,2007,10,30,1,6.8,97.96,0.66
"51075",2,45,2007,10,30,2,6.46,98.19,0.6
"51076",2,45,2007,10,30,3,6.16,98.13,0.63
"51077",2,45,2007,10,30,4,5.93,98.07,0.59
"51078",2,45,2007,10,30,5,5.62,98.02,0.63
"51079",2,45,2007,10,30,6,5.32,98.04,0.59
"51080",2,45,2007,10,30,7,5.25,97.52,0.56
"51081",2,45,2007,10,30,8,5.74,96.33,0.76
"51082",2,45,2007,10,30,9,7,90.03,0.77
"51083",2,45,2007,10,30,10,8.57,79.9,0.84
"51084",2,45,2007,10,30,11,9.84,71.65,1.23
"51085",2,45,2007,10,30,12,10.59,66.41,1.23
"51086",2,45,2007,10,30,13,10.79,63.96,1.05
"51087",2,45,2007,10,30,14,10.59,63.84,0.72
"51088",2,45,2007,10,30,15,10,66.66,0.4
"51089",2,45,2007,10,30,16,8.47,75.6,0.26
"51090",2,45,2007,10,30,17,6.29,88.28,0.25
"51091",2,45,2007,10,30,18,5.7,92.5,0.16
"51092",2,45,2007,10,30,19,5.55,94.17,0.15
"51093",2,45,2007,10,30,20,5.33,95.82,0.15
"51094",2,45,2007,10,30,21,5.18,96.13,0.15
"51095",2,45,2007,10,30,22,4.95,96.07,0.14
"51096",2,45,2007,10,30,23,4.77,95.66,0.11
"51097",2,45,2007,10,31,0,4.71,94.62,0.09
"51098",2,45,2007,10,31,1,4.84,92.14,0.08
"51099",2,45,2007,10,31,2,4.61,91.99,0.07
"51100",2,45,2007,10,31,3,4.26,92.58,0.07
"51101",2,45,2007,10,31,4,4,92.4,0.06
"51102",2,45,2007,10,31,5,3.81,92.11,0.09
"51103",2,45,2007,10,31,6,3.54,92.74,0.14
"51104",2,45,2007,10,31,7,4.3,88.33,0.17
"51105",2,45,2007,10,31,8,6.06,79.99,0.14
"51106",2,45,2007,10,31,9,7.94,69.14,0.08
"51107",2,45,2007,10,31,10,9.6,58.8,0.03
"51108",2,45,2007,10,31,11,10.71,53.37,0.02
"51109",2,45,2007,10,31,12,11.23,51.32,0
"51110",2,45,2007,10,31,13,11.34,51.19,0
"51111",2,45,2007,10,31,14,11,53.68,0.01
"51112",2,45,2007,10,31,15,10.28,57.84,0.01
"51113",2,45,2007,10,31,16,8.13,68.33,0
"51114",2,45,2007,10,31,17,5.37,81.96,0
"51115",2,45,2007,10,31,18,4.7,85.55,0.34
"51116",2,45,2007,10,31,19,4,89.48,0.16
"51117",2,45,2007,10,31,20,3.4,92.75,0.04
"51118",2,45,2007,10,31,21,2.93,95.49,0.03
"51119",2,45,2007,10,31,22,2.46,98.08,0.05
"51120",2,45,2007,10,31,23,2.08,99.89,0.12
"51121",2,45,2007,11,1,0,1.57,100,0.13
"51122",2,45,2007,11,1,1,0.89,100,0.08
"51123",2,45,2007,11,1,2,0.42,100,0.04
"51124",2,45,2007,11,1,3,0.11,100,0.03
"51125",2,45,2007,11,1,4,-0.06,100,0.03
"51126",2,45,2007,11,1,5,-0.18,100,0.01
"51127",2,45,2007,11,1,6,-0.37,100,0.02
"51128",2,45,2007,11,1,7,1.4,95.31,0.01
"51129",2,45,2007,11,1,8,4.45,79.43,0
"51130",2,45,2007,11,1,9,8.13,62.63,0
"51131",2,45,2007,11,1,10,11.59,48.62,0
"51132",2,45,2007,11,1,11,14.19,40.41,0
"51133",2,45,2007,11,1,12,15.73,36.59,0
"51134",2,45,2007,11,1,13,16.2,36.69,0
"51135",2,45,2007,11,1,14,15.75,39.42,0
"51136",2,45,2007,11,1,15,14.27,45.87,0
"51137",2,45,2007,11,1,16,10.92,59.33,0
"51138",2,45,2007,11,1,17,7.96,71.56,0
"51139",2,45,2007,11,1,18,6.91,77.23,0
"51140",2,45,2007,11,1,19,5.99,82.13,0
"51141",2,45,2007,11,1,20,5.27,86.17,0
"51142",2,45,2007,11,1,21,4.43,90.29,0
"51143",2,45,2007,11,1,22,3.57,94.94,0
"51144",2,45,2007,11,1,23,2.99,97.47,0
"51145",2,45,2007,11,2,0,2.55,98.85,0.14
"51146",2,45,2007,11,2,1,2.24,98.86,0.14
"51147",2,45,2007,11,2,2,2.03,98.12,0.14
"51148",2,45,2007,11,2,3,1.86,97.28,0
"51149",2,45,2007,11,2,4,1.7,96.36,0
"51150",2,45,2007,11,2,5,1.56,95.5,0
"51151",2,45,2007,11,2,6,1.49,94.84,0
"51152",2,45,2007,11,2,7,3.27,84.79,0
"51153",2,45,2007,11,2,8,6.32,71.48,0
"51154",2,45,2007,11,2,9,9.68,60.51,0
"51155",2,45,2007,11,2,10,12.69,53.8,0
"51156",2,45,2007,11,2,11,14.95,50.57,0
"51157",2,45,2007,11,2,12,16.38,48.96,0
"51158",2,45,2007,11,2,13,17.01,48.55,0
"51159",2,45,2007,11,2,14,16.75,49.92,0
"51160",2,45,2007,11,2,15,15.33,56.36,0
