Site,Variety,Date,Year,Doy,GrowingSeason,DaysAfterSowing,Tmax,Tmin,RHmax,RHmin,LW,Prec,Rad,GrowingDegreeDays,PhenoCode,CyclePercentage,LightInterception,LightInterceptionRef,AGBattainable,AGBRef,YieldAttainable,YieldRef,HTtimeR,HTtimeS,Susceptible,Latent,Sporulating,Dead,Affected,DiseaseSeverity,DiseaseSeverityRef,LightIntHealthy,AGBactual,YieldActual,YieldActualRef,LightStealers,SenAccelerator,RUEReducers,AssimilateSappers
39.2489257812503_12.7061385542056,Generic,11/13/2013,2013,317,2013,136,21.61,12.150001,97.82218,53.670937,5,0.13,25.42555,2305.6892,2,73.75725,0.2946333,,25379.975,,4284.972,,0,81.751976,0,0.6178853,0.47976643,0,1,0.47976643,,0.11732039,11975.315,1706.2383,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/14/2013,2013,318,2013,137,21.61,12.41,98.49873,54.974045,7,1.2,25.169441,2321.8796,2,74.27517,0.22232562,,25443.56,,4341.85,,0,82.22599,0,0.6178853,0.47976643,0,1,0.47976643,,0.08852811,12000.635,1728.8866,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/15/2013,2013,319,2013,138,22.27,12.579999,97.19751,52.691406,5,0.94,25.525177,2338.5952,2,74.80988,0.16197008,,25492.064,,4385.2363,,0,82.646935,0,0.6178853,0.47976643,0,1,0.47976643,,0.064495064,12019.948,1746.1626,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/16/2013,2013,320,2013,139,22.49,11.640001,94.19132,47.359188,3,2.83,26.38356,2354.8562,2,75.33006,0.11665725,,25527.191,,4416.657,,0,83.11809,0,0.6178853,0.47976643,0,1,0.47976643,,0.04645189,12033.936,1758.6741,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/17/2013,2013,321,2013,140,22.67,12.800001,96.669785,51.889725,5,0.33,25.58445,2371.9521,2,75.87695,0.08129664,,25552.148,,4438.981,,0,83.61027,0,0.6178853,0.47976643,0,1,0.47976643,,0.032371607,12043.873,1767.5631,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/18/2013,2013,322,2013,141,22.69,14.36,100,59.7236,7,0.06,24.279621,2389.964,2,76.45314,0.05485229,,25568.984,,4454.041,,0,84.117165,0,0.6178853,0.47976643,0,1,0.47976643,,0.021841697,12050.577,1773.5598,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/19/2013,2013,323,2013,142,22.56,13.690001,99.27159,56.851257,7,0.04,24.697388,2407.522,2,77.0148,0.037044015,,25580.258,,4464.126,,0,84.5376,0,0.6178853,0.47976643,0,1,0.47976643,,0.014750602,12055.066,1777.5754,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/20/2013,2013,324,2013,143,22.240002,11.270001,93.91278,46.782715,3,0.050000004,26.303839,2423.3809,2,77.52212,0.02584849,,25587.826,,4470.8955,,0,84.83186,0,0.6178853,0.47976643,0,1,0.47976643,,0.010292641,12058.08,1780.271,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/21/2013,2013,325,2013,144,22.91,10.450001,90.045494,40.78226,1,0.02,27.333199,2439.141,2,78.02627,0.018014167,,25593.273,,4475.7676,,0,85.25267,0,0.6178853,0.47976643,0,1,0.47976643,,0.007173083,12060.249,1782.2109,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/22/2013,2013,326,2013,145,22.68,11.8,94.084045,47.259476,3,0,26.158213,2455.6248,2,78.55357,0.012315997,,25597,,4479.1016,,0,85.729965,0,0.6178853,0.47976643,0,1,0.47976643,,0.0049041216,12061.733,1783.5385,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/23/2013,2013,327,2013,146,22.150002,11.820001,95.56041,49.638393,5,0.01,25.707796,2471.783,2,79.07046,0.008468583,,25599.469,,4481.31,,0,86.149216,0,0.6178853,0.47976643,0,1,0.47976643,,0.0033721155,12062.717,1784.4178,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/24/2013,2013,328,2013,147,21.92,10.97,93.97895,46.796703,3,0,26.135647,2487.231,2,79.56463,0.0059129605,,25601.145,,4482.8086,,0,86.42383,0,0.6178853,0.47976643,0,1,0.47976643,,0.002354489,12063.384,1785.0146,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/25/2013,2013,329,2013,148,21.14,8.74,90.20424,40.57148,1,0.01,27.133,2500.5793,2,79.99163,0.0043323804,,25602.246,,4483.7935,,0,86.883484,0,0.6178853,0.47976643,0,1,0.47976643,,0.0017251158,12063.822,1785.4069,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/26/2013,2013,330,2013,149,20.12,9.5,94.48474,47.63345,5,0,25.82188,2513.74,2,80.412636,0.0031868902,,25603.006,,4484.473,,0,87.28349,0,0.6178853,0.47976643,0,1,0.47976643,,0.0012689916,12064.125,1785.6776,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/27/2013,2013,331,2013,150,21.37,9.43,91.413734,42.470848,3,0,26.741798,2527.7456,2,80.860664,0.0022977423,,25603.61,,4485.013,,0,87.39234,0,0.6178853,0.47976643,0,1,0.47976643,,0.00091494084,12064.365,1785.8927,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/28/2013,2013,332,2013,151,21.17,8.4,89.270004,39.165073,0,0,27.279507,2540.87,2,81.2805,0.00169073,,25604.035,,4485.393,,0,87.48465,0,0.6178853,0.47976643,0,1,0.47976643,,0.0006732339,12064.534,1786.0441,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/29/2013,2013,333,2013,152,21.34,7.4799995,86.55243,35.297676,0,0,27.967434,2553.4485,2,81.68288,0.0012598687,,25604.346,,4485.6714,,0,87.58343,0,0.6178853,0.47976643,0,1,0.47976643,,0.00050166866,12064.658,1786.1549,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,11/30/2013,2013,334,2013,153,22.34,8.470001,86.59077,35.536873,0,0,27.940928,2567.4612,2,82.131134,0.00090772304,,25604.596,,4485.8945,,0,87.68391,0,0.6178853,0.47976643,0,1,0.47976643,,0.00036144734,12064.758,1786.2438,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/1/2013,2013,335,2013,154,21.18,7.8099995,87.75476,36.96394,0,0,27.583645,2580.1638,2,82.53748,0.000674302,,25604.762,,4486.043,,0,87.74466,0,0.6178853,0.47976643,0,1,0.47976643,,0.00026850114,12064.824,1786.3029,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/2/2013,2013,336,2013,155,20.5,5.75,84.09831,32.06217,0,0,28.437876,2590.8413,2,82.87905,0.0005251907,,25604.873,,4486.143,,0,87.79025,0,0.6178853,0.47976643,0,1,0.47976643,,0.00020912633,12064.869,1786.3428,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/3/2013,2013,337,2013,156,22.24,6.34,81.58974,29.123507,0,0,29.112656,2603.244,2,83.275795,0.00039284932,,25604.973,,4486.232,,0,87.85284,0,0.6178853,0.47976643,0,1,0.47976643,,0.00015642915,12064.909,1786.3782,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/4/2013,2013,338,2013,157,23.06,7.66,82.7485,30.766376,0,0,28.781364,2617.1929,2,83.722015,0.00028339797,,25605.053,,4486.303,,0,87.9638,0,0.6178853,0.47976643,0,1,0.47976643,,0.00011284658,12064.941,1786.4066,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/5/2013,2013,339,2013,158,22.44,9.32,88.45661,38.21502,0,0,27.31073,2631.8708,2,84.19155,0.00020097446,,25605.11,,4486.354,,0,88.057175,0,0.6178853,0.47976643,0,1,0.47976643,,8.0026264E-05,12064.964,1786.4268,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/6/2013,2013,340,2013,159,22.04,8,86.17078,34.885117,0,0,27.883467,2645.3345,2,84.62224,0.0001466304,,25605.148,,4486.3887,,0,88.12979,0,0.6178853,0.47976643,0,1,0.47976643,,5.8386933E-05,12064.9795,1786.4406,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/7/2013,2013,341,2013,160,21.27,6.66,84.665794,32.781322,0,0,28.220135,2657.2585,2,85.003685,0.000110906796,,25605.174,,4486.412,,0,88.20898,0,0.6178853,0.47976643,0,1,0.47976643,,4.416211E-05,12064.99,1786.4498,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/8/2013,2013,342,2013,161,21.36,6.9599996,85.20588,33.492065,0,0,28.067802,2669.47,2,85.39432,8.3323204E-05,,25605.193,,4486.43,,0,88.316574,0,0.6178853,0.47976643,0,1,0.47976643,,3.3178567E-05,12064.998,1786.4569,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/9/2013,2013,343,2013,162,22.11,8.83,88.07023,37.557827,0,0,27.332474,2683.5747,2,85.84552,5.988456E-05,,25605.209,,4486.445,,0,88.41508,0,0.6178853,0.47976643,0,1,0.47976643,,2.3845507E-05,12065.005,1786.4626,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/10/2013,2013,344,2013,163,21.7,8.01,87.025604,35.99457,0,0,27.580894,2696.8005,2,86.2686,4.393393E-05,,25605.22,,4486.455,,0,88.515236,0,0.6178853,0.47976643,0,1,0.47976643,,1.7494105E-05,12065.01,1786.4667,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/11/2013,2013,345,2013,164,22.5,8.66,86.65552,35.675365,0,0,27.661427,2711.06,2,86.724754,3.146081E-05,,25605.229,,4486.463,,0,88.63092,0,0.6178853,0.47976643,0,1,0.47976643,,1.2527418E-05,12065.014,1786.4697,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/12/2013,2013,346,2013,165,22.59,9.91,89.54454,39.883682,0,0,26.891846,2726.245,2,87.21051,2.2045737E-05,,25605.234,,4486.4688,,0,89.049355,0,0.6178853,0.47976643,0,1,0.47976643,,8.778418E-06,12065.017,1786.4719,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/13/2013,2013,347,2013,166,23.18,11.380001,91.640785,43.436157,3,0,26.283955,2742.7793,2,87.739426,1.49677435E-05,,25605.238,,4486.4727,,0,89.446434,0,0.6178853,0.47976643,0,1,0.47976643,,5.9600243E-06,12065.019,1786.4735,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/14/2013,2013,348,2013,167,20.45,9.220001,93.024155,45.092716,3,0,25.876402,2755.976,2,88.16158,1.09883285E-05,,25605.24,,4486.475,,0,89.92228,0,0.6178853,0.47976643,0,1,0.47976643,,4.375456E-06,12065.02,1786.4745,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/15/2013,2013,349,2013,168,20.32,10.610001,96.9328,51.989525,5,0,24.755615,2770.0737,2,88.61256,7.898485E-06,,25605.242,,4486.477,,0,90.39952,0,0.6178853,0.47976643,0,1,0.47976643,,3.1451073E-06,12065.0205,1786.4752,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/16/2013,2013,350,2013,169,21.13,10.95,95.90777,50.056602,5,0,25.102531,2784.9722,2,89.08914,5.5719966E-06,,25605.244,,4486.4785,,0,90.874405,0,0.6178853,0.47976643,0,1,0.47976643,,2.21872E-06,12065.021,1786.4757,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/17/2013,2013,351,2013,170,20.33,10.51,96.64841,51.460804,5,1.6300001,24.828682,2799.006,2,89.53808,4.0111645E-06,,25605.246,,4486.4795,,0,91.16335,0,0.6178853,0.47976643,0,1,0.47976643,,1.5972105E-06,12065.021,1786.4761,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/18/2013,2013,352,2013,171,21.79,9.73,91.144295,42.111652,1,0,26.429873,2813.5176,2,90.00229,2.8554362E-06,,25605.246,,4486.48,,0,91.27095,0,0.6178853,0.47976643,0,1,0.47976643,,1.1370096E-06,12065.021,1786.4763,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/19/2013,2013,353,2013,172,21.31,8.38,88.88954,38.612267,0,0,27.010479,2826.7288,2,90.424904,2.0955604E-06,,25605.246,,4486.4805,,0,91.372604,0,0.6178853,0.47976643,0,1,0.47976643,,8.3443376E-07,12065.021,1786.4766,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/20/2013,2013,354,2013,173,20.31,7.5,88.92066,38.68918,0,0,26.931362,2838.5642,2,90.80351,1.5882554E-06,,25605.246,,4486.481,,0,91.469185,0,0.6178853,0.47976643,0,1,0.47976643,,6.324293E-07,12065.021,1786.4767,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/21/2013,2013,355,2013,174,20.14,7.09,88.240585,37.72553,0,0,27.090927,2849.9702,2,91.16839,1.2159303E-06,,25605.246,,4486.481,,0,91.5479,0,0.6178853,0.47976643,0,1,0.47976643,,4.8417274E-07,12065.021,1786.4768,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/22/2013,2013,356,2013,175,22.14,7.5,84.68355,32.932766,0,0,28.105778,2863.1453,2,91.58984,8.9310714E-07,,25605.246,,4486.481,,0,91.634735,0,0.6178853,0.47976643,0,1,0.47976643,,3.5562744E-07,12065.021,1786.4769,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/23/2013,2013,357,2013,176,23.04,8.53,84.92964,33.542007,0,0,28.030579,2877.6914,2,92.05517,6.352618E-07,,25605.246,,4486.481,,0,91.72914,0,0.6178853,0.47976643,0,1,0.47976643,,2.5295566E-07,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/24/2013,2013,358,2013,177,21.58,7.7299995,86.61241,35.405827,0,0,27.622725,2890.6272,2,92.46897,4.6922472E-07,,25605.246,,4486.481,,0,92.0036,0,0.6178853,0.47976643,0,1,0.47976643,,1.8684116E-07,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/25/2013,2013,359,2013,178,20.8,8.700001,90.892204,41.631474,1,0,26.479954,2903.701,2,92.887184,3.45467E-07,,25605.246,,4486.481,,0,92.110435,0,0.6178853,0.47976643,0,1,0.47976643,,1.3756191E-07,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/26/2013,2013,360,2013,179,20.85,8.09,89.222786,39.090103,0,0,26.933487,2916.3672,2,93.29237,2.5678878E-07,,25605.246,,4486.481,,0,92.52843,0,0.6178853,0.47976643,0,1,0.47976643,,1.02251036E-07,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/27/2013,2013,361,2013,180,23.19,11.300001,91.411674,43.072502,3,0,26.357319,2932.8572,2,93.81988,1.7452358E-07,,25605.246,,4486.481,,0,92.64445,0,0.6178853,0.47976643,0,1,0.47976643,,6.949376E-08,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/28/2013,2013,362,2013,181,23.73,10.91,88.917725,39.51843,0,0,26.998379,2949.4417,2,94.350395,1.183508E-07,,25605.246,,4486.481,,0,92.742714,0,0.6178853,0.47976643,0,1,0.47976643,,4.712625E-08,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/29/2013,2013,363,2013,182,24.11,10,85.59625,34.992878,0,0,27.848885,2965.69,2,94.87017,8.089233E-08,,25605.246,,4486.481,,0,93.041885,0,0.6178853,0.47976643,0,1,0.47976643,,3.2210615E-08,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/30/2013,2013,364,2013,183,23.82,11.93,91.19883,43.12979,1,0,26.40076,2982.9539,2,95.42243,5.3990117E-08,,25605.246,,4486.481,,0,93.46012,0,0.6178853,0.47976643,0,1,0.47976643,,2.149839E-08,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,12/31/2013,2013,365,2013,184,23.64,11.89,91.618935,43.685074,3,0,26.32144,3000.086,2,95.97047,3.6146112E-08,,25605.246,,4486.481,,0,93.57653,0,0.6178853,0.47976643,0,1,0.47976643,,1.43930645E-08,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/1/2014,2014,1,2013,185,23.119999,10.409999,89.374176,39.86049,0,0,26.994926,3015.958,2,96.4782,2.4924374E-08,,25605.246,,4486.481,,0,93.86446,0,0.6178853,0.47976643,0,1,0.47976643,,9.924667E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/2/2014,2014,2,2013,186,22.24,9.73,90.0027,40.4586,1,0,26.881937,3030.781,2,96.952385,1.7613992E-08,,25605.246,,4486.481,,0,94.27661,0,0.6178853,0.47976643,0,1,0.47976643,,7.013737E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/3/2014,2014,3,2013,187,22.28,10.33,91.41588,42.674004,3,0,26.52206,3046.0405,2,97.44052,1.2321128E-08,,25605.246,,4486.481,,0,94.33917,0,0.6178853,0.47976643,0,1,0.47976643,,4.906165E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/4/2014,2014,4,2013,188,22.54,7.2299995,83.02565,30.93536,0,0,28.728086,3059.3096,2,97.86499,9.030042E-09,,25605.246,,4486.481,,0,94.42569,0,0.6178853,0.47976643,0,1,0.47976643,,3.5956833E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/5/2014,2014,5,2013,189,24.09,9.490001,84.41042,33.38731,0,0,28.31665,3075.2144,2,98.37377,6.221848E-09,,25605.246,,4486.481,,0,94.53196,0,0.6178853,0.47976643,0,1,0.47976643,,2.4774853E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/6/2014,2014,6,2013,190,24.19,10.51,86.61424,36.46113,0,0.01,27.758827,3091.8364,2,98.9055,4.2155537E-09,,25605.246,,4486.481,,0,94.6305,0,0.6178853,0.47976643,0,1,0.47976643,,1.6785964E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/7/2014,2014,7,2013,191,24.36,10.27,85.536934,35.076096,0,0.02,28.053658,3108.4146,2,99.43582,2.8591405E-09,,25605.246,,4486.481,,0,95.04651,0,0.6178853,0.47976643,0,1,0.47976643,,1.1384846E-09,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/8/2014,2014,8,2013,192,22.36,10.700001,92.14471,43.87467,3,0.08,26.452572,3123.976,2,99.933624,1.9859008E-09,,25605.246,,4486.481,,0,95.525795,0,0.6178853,0.47976643,0,1,0.47976643,,7.9076823E-10,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,1/9/2014,2014,9,2013,193,21.31,11.58,97.099915,52.25976,5,0.02,25.057442,3139.424,2,100,1.3830358E-09,,25605.246,,4486.481,,0,0,0,0.6178853,0.47976643,0,1,0.47976643,,5.507127E-10,12065.021,1786.477,,0.6018088,0,0.47976643,11.994161
39.2489257812503_12.7061385542056,Generic,7/1/2014,2014,182,2014,1,28.16,15.57,85.92836,39.823444,0,0.37,31.397808,20.800772,1,0.6654009,0.0004453967,,0.20415917,,0,,0,0.09048293,1,0,0,0,0,0,,0.0004453967,0.20415917,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/2/2014,2014,183,2014,2,27.810001,14.770001,85.28193,38.316635,0,0.01,31.777996,41.269028,1,1.3201648,0.0005422842,,0.45171747,,0,,0,0.17783715,1,0,0,0,0,0,,0.0005422842,0.45171747,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/3/2014,2014,184,2014,3,28.19,16.12,87.11383,41.745052,0,1.81,30.953724,62.21058,1,1.9900693,0.0006632449,,0.7534616,,0,,0,0.5337842,1,0,0,0,0,0,,0.0006632449,0.7534616,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/4/2014,2014,185,2014,4,26.61,15.68,91.60706,46.818172,3,2.99,29.94122,82.584206,1,2.6418061,0.0008067487,,1.0988591,,0,,0,0.9361062,1,0,0,0,0,0,,0.0008067487,1.0988591,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/5/2014,2014,186,2014,5,25.59,15.610001,94.87221,51.270847,5,5.9,29.056637,102.56517,1,3.280982,0.0009775748,,1.4972,,0,,0.5946085,1.5307148,1,0,0,0,0,0,,0.0009775748,1.4972,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/6/2014,2014,187,2014,6,24.55,15.420001,97.76615,55.532063,24,31.02,28.22892,122.03667,1,3.9038603,0.001178745,,1.951933,,0,,0,1.933737,1,0,0,0,0,0,,0.001178745,1.951933,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/7/2014,2014,188,2014,7,25.52,15.600001,95.07873,51.563408,5,10.75,29.003372,141.98659,1,4.542043,0.0014278017,,2.531763,,0,,0.5865736,2.5203106,1,0,0,0,0,0,,0.0014278017,2.531763,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/8/2014,2014,189,2014,8,24.94,15.26,96.11812,52.793716,24,18,28.774414,161.55846,1,5.1681323,0.0017231232,,3.2128434,,0,,0,2.9469466,1,0,0,0,0,0,,0.0017231232,3.2128434,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/9/2014,2014,190,2014,9,24.83,14.890001,95.540794,51.579754,5,7.8899994,29.027428,180.91827,1,5.7874384,0.0020751702,,4.0313206,,0,,0,3.415695,1,0,0,0,0,0,,0.0020751702,4.0313206,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/10/2014,2014,191,2014,10,24.02,14.89,98.072945,55.57805,7,11.69,28.238297,199.89833,1,6.3945956,0.002489872,,4.967925,,0,,0,3.8905063,1,0,0,0,0,0,,0.002489872,4.967925,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/11/2014,2014,192,2014,11,22.89,14.970001,100,61.98945,7,10.56,26.989365,218.34752,1,6.9847717,0.0029720287,,6.006567,,0,,0,4.281475,1,0,0,0,0,0,,0.0029720287,6.006567,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/12/2014,2014,193,2014,12,24.76,16.85,100,61.89573,7,5.22,26.98133,238.4829,1,7.628887,0.003605026,,7.3811617,,0,,0,4.709982,1,0,0,0,0,0,,0.003605026,7.3811617,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/13/2014,2014,194,2014,13,24.4,14.890001,96.89617,53.67389,5,1.71,28.622824,257.64447,1,8.241851,0.0043316563,,9.048565,,0,,0,5.096738,1,0,0,0,0,0,,0.0043316563,9.048565,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/14/2014,2014,195,2014,14,25.41,14.59,92.9314,47.53849,3,2.87,29.867504,277.12918,1,8.865152,0.005220099,,11.1807,,0,,0,5.5201797,1,0,0,0,0,0,,0.005220099,11.1807,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/15/2014,2014,196,2014,15,24.900002,15.000001,95.59365,51.758472,5,6.2299995,29.007442,296.56967,1,9.487039,0.006286958,,13.668986,,0,,0.45328,5.9734597,1,0,0,0,0,0,,0.006286958,13.668986,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/16/2014,2014,197,2014,16,23.560001,16.270002,100,65.57653,9,8.62,26.313534,315.97894,1,10.107926,0.0075679384,,16.381733,,0,,0.6841255,6.657585,1,0,0,0,0,0,,0.0075679384,16.381733,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/17/2014,2014,198,2014,17,22.8,15.880001,100,67.78949,24,12.23,25.89706,334.84634,1,10.711481,0.009060605,,19.488888,,0,,0.59616154,7.2537465,1,0,0,0,0,0,,0.009060605,19.488888,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/18/2014,2014,199,2014,18,22.93,16.940002,100,73.60781,24,13.16,24.793047,354.2735,1,11.33294,0.010902379,,23.174446,,0,,0.44401675,7.6977634,1,0,0,0,0,0,,0.010902379,23.174446,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/19/2014,2014,200,2014,19,23.51,16.49,100,67.1714,9,7.41,26.01746,373.7582,1,11.956242,0.013120753,,27.84277,,0,,0.8553363,8.5531,1,0,0,0,0,0,,0.013120753,27.84277,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/20/2014,2014,201,2014,20,21.220001,15.750001,100,76.90481,24,21.67,24.141632,391.72565,1,12.531006,0.015558146,,32.57923,,0,,0.7411118,9.294211,1,0,0,0,0,0,,0.015558146,32.57923,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/21/2014,2014,202,2014,21,22.46,15.560001,100,67.89265,24,14.469999,25.885864,410.25842,1,13.123855,0.018538559,,38.82121,,0,,0.86666507,10.160876,0.91746455,0.082535446,0,0,0.082535446,0,,0.018538559,38.82121,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/22/2014,2014,203,2014,22,21.65,14.79,100,68.021515,24,17.06,25.842648,427.9261,1,13.689031,0.021898143,,45.838455,,0,,1,11.160876,0.84157526,0.15842476,0,0,0.15842476,0,,0.021898143,45.838455,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/23/2014,2014,204,2014,23,18.56,15.460001,100,93.53086,24,7.4300003,20.651838,444.11646,1,14.206949,0.025495002,,51.821377,,0,,0.50994974,11.670826,0.77020216,0.22979781,0,0,0.22979781,0,,0.025495002,51.821377,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/24/2014,2014,205,2014,24,22.5,15.09,100,64.86719,9,10.76,26.471336,462.42245,1,14.792543,0.030256279,,62.11168,,0,,1,12.670826,0.7626233,0.2373767,0,0,0.2373767,0,,0.030256279,62.11168,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/25/2014,2014,206,2014,25,19.55,15.790001,100,88.81672,24,21.73,21.735117,479.43948,1,15.3369055,0.03544756,,71.31353,,0,,0.94734323,13.618169,0.71245587,0.2875441,0,0,0.2875441,0,,0.03544756,71.31353,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/26/2014,2014,207,2014,26,18.31,14.31,100,86.1607,17,9.71,22.10582,494.70575,1,15.825261,0.040826693,,80.98353,,0,,0,14.099864,0.67517525,0.32482475,0,0,0.32482475,0,,0.040826693,80.98353,0,,0,0,0,0
39.2489257812503_12.7061385542056,Generic,7/27/2014,2014,208,2014,27,23.03,14.690001,100,59.693954,7,1.08,27.482944,513.081,1,16.413073,0.04833992,,98.11703,,0,,0.58065975,14.680524,0.6894413,0.31055868,0,0,0.31055868,0,,0.04833992,98.11703,0,,0,0,0,0
